Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Sleep_Debt,Sleep_Caffeine_Interaction,Stress_Cognitive_Interaction,Task_Completion_Time
4,23,5,2.25,6.4,1.0647107369924282,0.0,2.1,1.5999999999999996,3.005682604407159,1.6074359097634274,3.965563772356176
3,25,5,1.71,6.9,1.2809338454620642,0.0,2.5,1.0999999999999996,2.066862759472976,2.0149030205422647,3.7784916128036232
12,64,19,4.04,3.5,1.8082887711792655,0.1239859797809912,5.9,4.5,2.0794415416798357,3.4368862240706624,5.558987889752967
12,56,18,1.42,4.8,1.62924053973028,0.046883585898850416,5.0,3.2,1.7578579175523736,3.068052935133617,4.388505600771591
9,40,15,3.22,5.1,1.1314021114911006,0.0,3.2,2.9000000000000004,2.7911651078127164,2.043814364036685,4.86599480426999
5,26,9,2.94,5.9,1.0986122886681098,0.0,2.4,2.0999999999999996,1.9315214116032138,1.7578579175523736,4.349503442968322
8,34,10,2.51,5.6,0.6931471805599453,0.0,2.1,2.4000000000000004,2.501435951739211,1.1314021114911006,4.458292990127331
11,46,8,3.22,8.2,1.0986122886681098,0.0,3.0,-0.1999999999999993,2.856470206220483,1.9459101490553132,5.004751350937281
12,72,32,2.65,6.5,1.4586150226995167,0.032467190137501496,5.7,1.5,3.0204248861443626,2.9861868607104594,5.256453162449338
15,67,16,3.49,6.5,1.7749523509116738,0.005982071677547464,5.7,1.5,3.295836866004329,3.364879118988044,5.458861848105724
15,66,15,3.24,4.5,1.589235205116581,0.09712671073072274,5.1,3.5,2.302585092994046,3.0392705755684744,5.369893565037259
5,35,8,2.77,7.0,1.2237754316221157,0.0,2.9,1.0,2.70805020110221,2.0744289998562917,4.58445714439055
16,58,18,3.73,4.8,0.6931471805599453,0.08617769624105233,3.2,3.2,2.3608540011180215,1.4350845252893227,5.381462947634706
1,9,1,1.96,6.9,1.4350845252893227,0.0,2.2,1.0999999999999996,2.6946271807700692,2.084429083190875,2.925309809257445
5,16,4,4.06,6.9,0.6931471805599453,0.0,1.3,1.0999999999999996,2.066862759472976,0.832909122935104,4.189048497691398
4,19,3,3.16,7.1,0.6931471805599453,0.0,1.3,0.9000000000000004,0.0,0.832909122935104,4.111529386976201
5,23,9,2.27,8.3,0.6931471805599453,0.0,1.7,-0.3000000000000007,0.0,0.9932517730102833,3.9742463486082777
10,45,11,2.63,5.9,1.0296194171811581,0.0,3.0,2.0999999999999996,1.9315214116032138,1.8562979903656263,4.782060352784839
5,28,13,2.01,5.5,1.62924053973028,0.0,4.0,2.5,1.8718021769015913,2.856470206220483,4.04795152265239
6,22,8,1.71,5.3,0.6931471805599453,0.0,1.7,2.7,1.840549633397487,0.9932517730102833,3.653770277000368
13,69,21,3.99,5.2,1.4816045409242156,0.06859279146561172,5.1,2.8,3.0819099697950434,2.9090844668283187,5.621523423818773
11,57,15,3.48,6.5,1.2809338454620642,0.0,4.0,1.5,2.6390573296152584,2.4336133554004498,5.295112235599088
6,31,16,1.65,6.8,1.1631508098056809,0.0,3.1,1.2000000000000002,2.0541237336955462,2.05668455455722,3.9541241814467813
16,75,19,5.02,5.8,1.7404661748405046,0.07603468627599762,6.0,2.2,3.4011973816621555,3.3741687092742363,5.933570568689079
16,80,31,2.65,4.6,1.3609765531356006,0.1697427745870945,5.7,3.4000000000000004,2.6946271807700692,2.863913698933143,5.3612921657094255
17,86,21,4.2,5.3,1.308332819650179,0.13102826240640408,5.3,2.7,2.8273136219290276,2.7285062096695922,5.892196545449313
16,76,18,2.63,5.2,2.1162555148025524,0.09893994785490356,7.5,2.8,1.824549292051046,4.020877410340228,5.30270771484933
3,9,3,1.2,5.1,0.6931471805599453,0.0,1.0,2.9000000000000004,3.0633909220278057,0.6931471805599453,2.468099531471619
10,50,8,3.9,7.9,1.7227665977411035,0.0,4.6,0.09999999999999964,3.484312288372662,3.098288861879083,5.278114659230517
16,76,20,3.23,6.5,1.5260563034950492,0.046883585898850416,5.5,1.5,2.6390573296152584,3.0349529867072724,5.507280854288412
11,45,15,3.91,6.6,0.7884573603642702,0.0,2.8,1.4000000000000004,3.5263605246161616,1.4724720573609429,5.175867206791472
16,85,32,3.24,3.9,1.410986973710262,0.20863886511132804,6.0,4.1,2.174751721484161,2.975529566236472,5.621849091893515
12,46,9,3.21,3.1,0.9932517730102833,0.08157998699242289,2.9,4.9,0.0,1.780024213009634,5.001661819297148
12,64,12,2.18,7.4,1.3862943611198906,0.0,4.3,0.5999999999999996,3.1441522786722644,2.631888840136646,4.945349827397626
6,44,13,3.85,7.7,1.1631508098056809,0.0,3.3,0.2999999999999998,3.459466289786131,2.1114245875328868,5.138148614395216
17,94,22,5.18,5.4,1.8870696490323797,0.14410034397375684,7.3,2.5999999999999996,2.468099531471619,3.734808386002336,6.1901514579882
2,7,1,1.41,6.6,0.6931471805599453,0.0,0.9,1.4000000000000004,2.653241964607215,0.6418538861723948,2.386006701133118
15,88,26,3.88,5.0,1.5686159179138452,0.14496577025018573,6.2,3.0,3.044522437723423,3.2011191032789417,5.836096459874285
2,12,7,3.05,5.9,0.6931471805599453,0.0,1.3,2.0999999999999996,0.0,0.832909122935104,3.6270040503958487
7,40,15,2.82,7.1,0.6931471805599453,0.0,2.6,0.9000000000000004,3.380994674344636,1.2809338454620642,4.73444252169223
15,84,28,3.95,8.0,0.6931471805599453,0.002995508979798479,4.5,0.0,2.1972245773362196,1.7047480922384253,5.807541708947054
17,90,28,3.43,5.1,1.5040773967762742,0.16551443847757338,6.2,2.9000000000000004,1.8082887711792655,3.122364924487357,5.735604086979157
16,77,26,4.35,4.3,1.3862943611198906,0.16296882827813966,5.4,3.7,1.667706820558076,2.8449093838194077,5.816962339366159
11,51,14,2.9,6.3,0.8754687373538999,0.0,3.1,1.7000000000000002,3.265759410767051,1.6752256529721035,5.003274939689963
7,44,11,1.83,6.1,1.410986973710262,0.0,3.7,1.9000000000000004,1.9600947840472698,2.523325759691945,4.400848388914469
8,46,13,2.35,7.2,1.0296194171811581,0.0,3.1,0.7999999999999998,3.6109179126442243,1.884034745337226,4.692264892839026
8,48,14,2.27,6.8,1.0986122886681098,0.0,3.4,1.2000000000000002,3.339321977944068,2.0541237336955462,4.700116663297045
15,86,30,3.83,4.3,1.916922612182061,0.1806534996932576,7.5,3.7,1.667706820558076,3.7954891891721947,5.800243507126995
5,36,12,1.39,7.5,1.0986122886681098,0.0,2.9,0.5,2.772588722239781,1.916922612182061,3.9326096390365346
3,12,3,1.79,7.5,1.252762968495368,0.0,2.0,0.5,2.772588722239781,1.791759469228055,3.1126260250254902
13,61,19,3.04,8.0,1.5686159179138452,0.0,5.1,0.0,3.713572066704308,3.0145540277945786,5.22810947150454
9,55,18,3.6,7.5,0.6931471805599453,0.0,3.2,0.5,2.1400661634962708,1.4350845252893227,5.293304824724492
4,21,9,2.4,6.7,0.6931471805599453,0.0,1.7,1.2999999999999998,0.0,0.9932517730102833,3.9396381724611196
6,25,9,1.91,6.3,0.6931471805599453,0.0,1.8,1.7000000000000002,2.6100697927420065,1.0296194171811581,3.886705197443856
15,86,22,3.65,7.5,1.5040773967762742,0.010939940038334362,5.8,0.5,0.0,3.0587070727153796,5.752255128106979
1,6,2,3.67,6.2,0.7884573603642702,0.0,1.0,1.7999999999999998,1.9740810260220096,0.7884573603642702,3.1363634032937364
15,85,22,3.91,6.8,1.5040773967762742,0.04401688541677433,5.8,1.2000000000000002,3.339321977944068,3.0587070727153796,5.809192989064069
3,14,3,3.02,6.0,0.6931471805599453,0.0,1.2,2.0,2.5649493574615367,0.7884573603642702,3.767690634538226
1,6,0,2.3,6.1,0.6931471805599453,0.0,0.8,1.9000000000000004,0.0,0.5877866649021191,2.6946271807700692
15,80,28,2.88,6.1,0.7884573603642702,0.08617769624105233,4.5,1.9000000000000004,1.9600947840472698,1.856297990365626,5.444147814759576
5,43,6,3.56,6.5,0.6931471805599453,0.0,2.2,1.5,2.0149030205422647,1.1631508098056809,5.037471948049816
6,24,6,2.02,6.5,1.1939224684724346,0.0,2.4,1.5,0.0,1.8748743759385615,3.9015685475242874
6,24,3,2.0,7.5,0.6931471805599453,0.0,1.5,0.5,3.1570004211501135,0.9162907318741551,3.8918202981106265
2,7,4,1.93,6.8,0.6931471805599453,0.0,1.0,1.2000000000000002,0.0,0.6931471805599453,2.6748380668960965
14,69,19,1.28,5.5,1.2809338454620642,0.05732506661926941,4.6,2.5,2.8622008809294686,2.5618676909241285,4.492225426971957
10,57,19,1.93,6.6,1.6863989535702288,0.0,5.3,1.4000000000000004,0.0,3.1912990570979662,4.709620287344555
12,65,28,1.97,6.5,0.6931471805599453,0.009950330853168083,4.0,1.5,3.295836866004329,1.6094379124341003,4.860199926164623
1,0,0,2.8,8.0,0.6931471805599453,0.0,0.6,0.0,0.0,0.4700036292457356,0.0
5,21,2,1.46,3.4,0.6931471805599453,0.0,1.3,4.6,0.0,0.832909122935104,3.4550540544528663
3,8,3,3.13,6.9,0.6931471805599453,0.0,1.0,1.0999999999999996,2.066862759472976,0.6931471805599453,3.2596338173403683
17,82,25,3.18,6.4,1.308332819650179,0.08709470685093376,5.3,1.5999999999999996,3.005682604407159,2.7285062096695922,5.567428053414382
11,67,11,4.03,7.4,1.6863989535702288,0.0,5.2,0.5999999999999996,3.1441522786722644,3.1730412885244013,5.602155720567903
2,13,6,1.18,5.1,0.6931471805599453,0.0,1.3,2.9000000000000004,1.8082887711792655,0.832909122935104,2.7936160894318567
10,43,10,2.07,7.2,0.9162907318741551,0.0,2.7,0.7999999999999998,3.1179499062782403,1.6193882432872686,4.499920775268993
17,85,30,3.13,3.9,1.9740810260220096,0.211880359035499,7.8,4.1,3.0204248861443626,3.8991403795971324,5.587435906785779
12,58,17,3.08,4.7,1.667706820558076,0.048790164169432,5.1,3.3,2.9856819377004897,3.132446096869813,5.190954848219538
13,70,19,3.36,8.1,0.832909122935104,0.0,3.8,-0.09999999999999964,0.0,1.7817091333745534,5.464678903763262
12,58,13,4.18,3.6,1.6486586255873816,0.0916671885258238,4.9,4.4,2.7343675094195836,3.0717669598299886,5.4948705055887155
6,31,10,2.82,7.0,1.3609765531356006,0.0,3.2,1.0,3.091042453358316,2.330200260027019,4.482098188398097
15,73,22,3.09,4.9,0.832909122935104,0.10885440491208209,4.0,3.0999999999999996,3.0252910757955354,1.824549292051046,5.423053947949363
4,18,6,2.36,6.8,1.3862943611198906,0.0,2.7,1.2000000000000002,2.0541237336955462,2.2082744135228043,3.7723010622530087
12,52,13,3.06,5.1,1.5260563034950492,0.006975613736425242,4.4,2.9000000000000004,2.4159137783010487,2.823757008814181,5.075923534124373
10,40,10,2.29,7.0,0.6931471805599453,0.0,2.3,1.0,0.0,1.1939224684724346,4.528289141652134
15,69,16,3.5,4.9,1.5686159179138452,0.08617769624105233,5.2,3.0999999999999996,3.414442608412176,3.033028058297688,5.491001710377538
14,68,26,4.1,5.4,1.1939224684724346,0.08250122151174369,4.7,2.5999999999999996,2.468099531471619,2.468946630209271,5.63407506223138
8,31,4,2.56,6.9,0.9932517730102833,0.0,2.1,1.0999999999999996,2.066862759472976,1.5195132049061133,4.386516539946734
10,37,8,2.78,4.8,0.7884573603642702,0.0,2.2,3.2,0.0,1.2919836816486494,4.6430438384161725
7,37,11,2.11,5.3,0.6931471805599453,0.0,2.3,2.7,2.8273136219290276,1.1939224684724346,4.3703335360828355
10,48,17,1.95,6.3,0.6931471805599453,0.0,2.9,1.7000000000000002,1.9878743481543455,1.3609765531356006,4.549657476057832
8,36,11,2.47,7.9,0.6931471805599453,0.0,2.2,0.09999999999999964,2.186051276738094,1.1631508098056809,4.498920386145381
8,43,12,3.56,8.1,0.9555114450274363,0.0,2.8,-0.09999999999999964,3.9039908337308815,1.701105100959924,5.037471948049816
16,71,21,3.36,6.2,1.308332819650179,0.055434706888100586,4.8,1.7999999999999998,3.250374491927572,2.6361960973342264,5.478803907396261
10,47,8,2.06,6.4,1.1631508098056809,0.0,3.1,1.5999999999999996,2.624668592163159,2.05668455455722,4.583129055111211
14,78,27,5.21,4.3,1.0647107369924282,0.1501426584297195,4.8,3.7,0.0,2.3145136638593193,6.009746410785994
11,64,18,3.5,6.6,1.6863989535702288,0.0,5.5,1.4000000000000004,2.653241964607215,3.226843994517378,5.41610040220442
8,46,14,3.24,6.6,1.33500106673234,0.0,3.7,1.4000000000000004,3.3105430133940246,2.4300984132930052,5.010901925213687
2,8,5,2.39,5.9,0.6931471805599453,0.0,1.1,2.0999999999999996,2.928523523860541,0.7419373447293773,3.0017143452315387
12,65,15,4.91,5.8,1.3609765531356006,0.002995508979798479,4.5,2.2,2.533696813957432,2.6426223957797546,5.768789635964811
14,85,19,3.37,6.8,0.9932517730102833,0.027615167032973367,4.5,1.2000000000000002,3.0633909220278057,2.157559320943788,5.6610489320693
16,89,36,4.03,6.4,1.2237754316221157,0.12044615307586716,5.9,1.5999999999999996,3.4965075614664802,2.7186603802142257,5.885186944387672
11,47,8,3.12,6.4,1.0647107369924282,0.0,3.0,1.5999999999999996,3.005682604407159,1.9021075263969203,4.994776878161798
17,92,31,4.06,5.5,1.33500106673234,0.1578580846155803,6.0,2.5,3.1354942159291497,2.879198457298039,5.925645206070688
1,7,2,1.49,6.7,0.6931471805599453,0.0,0.9,1.2999999999999998,0.0,0.6418538861723948,2.4362414778067194
9,55,22,2.37,5.6,1.2809338454620642,0.0,4.3,2.4000000000000004,2.501435951739211,2.4997952622817508,4.877865516131549
7,34,14,1.88,5.9,1.589235205116581,0.0,4.1,2.0999999999999996,2.928523523860541,2.8326249356838407,4.17315574264639
16,85,28,4.56,3.7,1.5040773967762742,0.2062008305838978,6.1,4.3,2.4932054526026954,3.106826321059578,5.96255053694334
4,23,7,2.93,6.2,0.6931471805599453,0.0,1.6,1.7999999999999998,0.0,0.9555114450274363,4.225226615110005
4,15,5,2.34,7.2,0.6931471805599453,0.0,1.3,0.7999999999999998,3.1179499062782403,0.832909122935104,3.586292865338835
8,35,10,4.11,8.2,1.1631508098056809,0.0,2.9,-0.1999999999999993,0.0,1.998773638612381,4.975698724215359
2,11,2,3.33,6.6,0.6931471805599453,0.0,1.0,1.4000000000000004,3.034952986707272,0.6931471805599453,3.627801604605346
17,80,25,3.79,4.1,1.4816045409242156,0.18398683611301586,5.7,3.9000000000000004,1.62924053973028,3.0145540277945786,5.717685379825192
10,65,17,3.24,6.0,1.7578579175523736,0.0,5.7,2.0,3.2188758248682006,3.344979701663927,5.354697699984144
9,58,15,3.06,5.8,0.6931471805599453,0.0,3.1,2.2,3.186352633162641,1.410986973710262,5.184476550124277
16,79,21,2.95,6.1,1.8082887711792655,0.07138999608667293,6.5,1.9000000000000004,1.9600947840472698,3.530762586016799,5.455534767746079
3,15,7,1.56,7.7,1.410986973710262,0.0,2.7,0.2999999999999998,2.163323025660538,2.237513096250331,3.1945831322991562
10,43,12,2.8,5.5,0.6931471805599453,0.0,2.5,2.5,1.8718021769015913,1.252762968495368,4.799090878625398
15,68,24,3.97,5.3,0.6931471805599453,0.08984070399978947,3.8,2.7,2.451005098112319,1.5686159179138452,5.601971208509516
7,34,8,2.79,6.7,1.33500106673234,0.0,3.1,1.2999999999999998,2.0412203288596382,2.2700619012884857,4.562888793731485
17,91,19,5.89,5.2,1.6094379124341003,0.1380212978973747,6.1,2.8,2.8094026953624978,3.2347491740244907,6.285979472361545
12,61,20,3.87,6.1,0.6931471805599453,0.0,3.4,1.9000000000000004,2.580216829592325,1.4816045409242156,5.468355456175141
1,10,0,1.82,6.3,0.6931471805599453,0.0,0.9,1.7000000000000002,0.0,0.6418538861723948,2.954910279033736
1,4,2,2.25,5.9,1.3609765531356006,0.0,1.9,2.0999999999999996,1.9315214116032138,1.873339456220478,2.302585092994046
13,64,15,3.81,4.6,1.2809338454620642,0.07045846364856141,4.2,3.4000000000000004,1.7227665977411035,2.478217661637204,5.500604935982869
9,51,20,1.74,6.4,1.4816045409242156,0.0,4.6,1.5999999999999996,2.624668592163159,2.8118094353930627,4.496916600547837
14,56,16,2.34,5.2,1.2237754316221157,0.039220713153281295,3.9,2.8,2.4336133554004498,2.337952236831337,4.883104906984992
9,47,15,2.83,6.0,1.5040773967762742,0.0,4.3,2.0,0.0,2.7757088495760245,4.897914424032137
15,58,20,4.57,3.9,1.2809338454620642,0.12221763272424921,4.3,4.1,0.0,2.4997952622817508,5.5837218472557595
16,69,18,3.5,4.6,0.9555114450274363,0.11422114409002286,4.0,3.4000000000000004,2.322387720290225,2.0014800002101243,5.491001710377538
15,81,24,3.0,7.0,1.5260563034950492,0.03343477608623739,5.8,1.0,3.091042453358316,3.0855729775537806,5.497168225293202
15,77,28,3.7,5.4,1.62924053973028,0.11154137473290741,6.2,2.5999999999999996,1.8562979903656263,3.2741212990941793,5.655642099328266
13,86,19,2.68,6.1,1.824549292051046,0.050693114315518116,6.7,1.9000000000000004,2.9601050959108397,3.57906458810673,5.444493476705638
17,77,22,3.01,5.3,1.0647107369924282,0.11867152971749864,4.6,2.7,3.490428515390098,2.2762411176544437,5.450050841573968
9,33,15,1.49,6.1,0.6931471805599453,0.0,2.3,1.9000000000000004,1.9600947840472698,1.1939224684724346,3.9154172384961616
11,67,27,1.77,5.6,1.6863989535702288,0.045928931888399804,6.0,2.4000000000000004,2.879198457298039,3.3105430133940246,4.7840692259807165
6,22,7,2.83,8.0,0.6931471805599453,0.0,1.6,0.0,0.0,0.9555114450274363,4.147253217877503
13,52,16,3.52,6.0,1.5260563034950492,0.0,4.5,2.0,0.0,2.8449093838194073,5.215153125287268
13,63,17,3.63,6.4,1.5686159179138452,0.0,5.0,1.5999999999999996,3.2809112157876537,2.995732273553991,5.436730573701663
16,64,11,4.4,5.7,0.6931471805599453,0.037295784743696894,3.1,2.3,2.517696472610991,1.410986973710262,5.644032470250427
12,46,13,2.37,5.9,1.667706820558076,0.0,4.6,2.0999999999999996,2.5494451709255714,3.0339909856710814,4.700662167447312
1,1,0,1.99,8.8,0.6931471805599453,0.0,0.6,-0.8000000000000007,2.9231615807191558,0.4700036292457356,1.095273387402595
13,67,22,3.79,6.1,0.9162907318741551,0.025667746748577788,4.0,1.9000000000000004,3.2347491740244907,1.9459101490553132,5.540988997669792
8,38,13,3.15,6.6,1.5686159179138452,0.0,4.1,1.4000000000000004,3.5263605246161616,2.8081971497071487,4.793308128103486
16,88,17,3.88,5.9,1.8562979903656263,0.08984070399978947,6.7,2.0999999999999996,1.9315214116032138,3.615770982293298,5.836096459874285
8,34,14,4.14,5.5,0.6931471805599453,0.0,2.3,2.5,1.8718021769015913,1.1939224684724346,4.954135486856771
12,48,13,3.65,4.5,0.7419373447293773,0.03052920503482287,2.8,3.5,2.9444389791664403,1.4060969884160703,5.171619713502079
5,25,10,2.91,6.1,0.832909122935104,0.0,2.0,1.9000000000000004,0.0,1.2809338454620642,4.300680995219929
3,16,6,3.21,5.3,0.7884573603642702,0.0,1.5,2.7,1.840549633397487,1.0296194171811581,3.9581429410416993
16,77,23,3.68,5.1,1.791759469228055,0.12221763272424921,6.4,2.9000000000000004,2.7911651078127164,3.4965075614664802,5.650241041061283
14,65,15,3.58,4.4,1.5686159179138452,0.08984070399978947,5.0,3.5999999999999996,0.0,2.995732273553991,5.454038241544812
9,39,8,1.76,7.8,1.0647107369924282,0.0,2.7,0.20000000000000018,2.174751721484161,1.81319474994812,4.243339114899988
5,33,7,3.54,6.0,0.6931471805599453,0.0,1.9,2.0,2.5649493574615367,1.0647107369924282,4.7691580360935415
12,57,15,1.71,5.1,1.547562508716013,0.025667746748577788,4.7,2.9000000000000004,1.8082887711792655,2.91180703861623,4.589751933259711
14,70,29,4.02,5.5,1.9878743481543455,0.08984070399978947,7.3,2.5,0.0,3.849934813114724,5.643324505619087
6,22,6,2.09,7.7,0.6931471805599453,0.0,1.6,0.2999999999999998,0.0,0.9555114450274363,3.849721979230767
12,62,20,3.8,5.0,0.6931471805599453,0.05354076692802982,3.5,3.0,2.772588722239781,1.5040773967762742,5.466370951544286
13,66,21,3.23,6.6,1.5260563034950492,0.0,5.2,1.4000000000000004,3.034952986707272,2.9816333491744893,5.366816782972729
6,34,7,2.15,5.4,1.3862943611198906,0.0,3.2,2.5999999999999996,2.468099531471619,2.3608540011180215,4.3054155323020415
14,69,25,4.14,7.0,0.832909122935104,0.001998002662673056,4.1,1.0,3.091042453358316,1.8453002361560848,5.658296844495069
15,84,25,4.51,6.4,1.589235205116581,0.07138999608667293,6.1,1.5999999999999996,3.2809112157876537,3.210440346047099,5.939750111421303
1,7,3,1.11,5.8,0.6931471805599453,0.0,1.0,2.2,0.0,0.6931471805599453,2.1713368063840917
13,72,18,3.09,6.1,0.6931471805599453,0.020782539182528502,3.7,1.9000000000000004,2.580216829592325,1.547562508716013,5.409321924590948
7,28,10,2.8,5.4,0.832909122935104,0.0,2.1,2.5999999999999996,2.8449093838194077,1.3164082336557243,4.37449836825309
7,35,14,1.85,5.4,1.2237754316221157,0.0,3.2,2.5999999999999996,2.468099531471619,2.1610215286722587,4.185859671057874
17,82,17,3.54,5.9,1.6863989535702288,0.08434114843375087,5.9,2.0999999999999996,2.928523523860541,3.2943542860441064,5.674285003867178
5,25,8,3.82,6.8,0.9162907318741551,0.0,2.1,1.2000000000000002,2.681021528714291,1.423108334242607,4.56954300834494
3,13,2,3.35,6.9,0.8754687373538999,0.0,1.4,1.0999999999999996,3.56953269648137,1.085189268335969,3.7966121539168185
8,23,10,1.85,6.8,0.6931471805599453,0.0,1.8,1.2000000000000002,2.0541237336955462,1.0296194171811581,3.773909703298512
11,58,15,2.5,4.5,1.7227665977411035,0.044973365642731154,5.2,3.5,0.0,3.2156706939192525,4.983606621708336
8,38,11,3.51,6.6,1.0296194171811581,0.0,2.8,1.4000000000000004,2.028148247292285,1.7984040119467235,4.900671607492004
2,4,0,2.14,6.9,0.6931471805599453,0.0,0.7,1.0999999999999996,2.066862759472976,0.5306282510621704,2.25758772706331
7,34,8,3.24,7.9,0.6931471805599453,0.0,2.0,0.09999999999999964,0.0,1.0986122886681098,4.710970604874303
2,7,3,2.3,7.7,0.6931471805599453,0.0,1.0,0.2999999999999998,2.797281334830153,0.6931471805599453,2.839078463508614
6,26,10,3.02,7.5,0.6931471805599453,0.0,1.9,0.5,2.1400661634962708,1.0647107369924282,4.376008562348319
13,55,21,3.48,6.5,1.667706820558076,0.0,5.3,1.5,2.6390573296152584,3.1692653243148663,5.259576538231606
