Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Time_of_Day,Caffeine_Intake_Cups,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Fatigue_Level
0.5,0.4871794871794872,0.2708333333333333,0.4079365079365079,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.4155844155844156,0.0,0.4725274725274726,1.0
0.375,0.27350427350427353,0.22916666666666666,0.4222222222222222,0.7142857142857143,1.0,0.3333333333333333,0.1168831168831169,0.0,0.21978021978021978,0.0
0.1875,0.1965811965811966,0.125,0.39206349206349206,0.7142857142857143,0.0,0.3333333333333333,0.14285714285714288,0.0,0.17582417582417587,0.0
0.8125,0.46153846153846156,0.3333333333333333,0.4761904761904762,0.4285714285714285,0.3333333333333333,0.8333333333333333,0.0,0.12813370473537605,0.26373626373626374,2.0
0.5,0.4017094017094017,0.20833333333333331,0.2523809523809523,0.4714285714285714,0.3333333333333333,0.0,0.0,0.0,0.20879120879120883,1.0
0.0625,0.042735042735042736,0.0,0.3412698412698412,0.9857142857142857,0.0,0.0,0.0,0.0,0.021978021978021983,0.0
0.875,0.6068376068376069,0.47916666666666663,0.29841269841269835,0.5857142857142856,0.0,0.16666666666666666,0.1168831168831169,0.15041782729805014,0.41758241758241765,2.0
0.375,0.26495726495726496,0.29166666666666663,0.31746031746031744,0.5428571428571428,0.0,0.16666666666666666,0.15584415584415587,0.0,0.26373626373626374,0.0
0.6875,0.5982905982905984,0.29166666666666663,0.4857142857142857,0.6714285714285714,0.0,0.0,0.1168831168831169,0.0,0.3626373626373626,1.0
0.4375,0.3418803418803419,0.2708333333333333,0.534920634920635,0.4428571428571427,0.6666666666666666,0.16666666666666666,0.0,0.0,0.19780219780219782,1.0
0.875,0.6666666666666667,0.5833333333333333,0.4888888888888889,0.4285714285714285,0.6666666666666666,0.3333333333333333,0.4415584415584416,0.39554317548746515,0.6373626373626374,2.0
0.125,0.11965811965811968,0.041666666666666664,0.3238095238095238,0.3999999999999999,0.3333333333333333,0.16666666666666666,0.2597402597402597,0.0,0.18681318681318682,0.0
0.8125,0.6324786324786326,0.5625,0.3634920634920635,0.8142857142857142,0.0,0.16666666666666666,0.12987012987012989,0.0,0.46153846153846156,2.0
1.0,0.6153846153846154,0.3125,0.3317460317460317,0.3857142857142857,0.3333333333333333,0.8333333333333333,0.0,0.3426183844011142,0.31868131868131866,2.0
0.1875,0.23076923076923078,0.20833333333333331,0.2904761904761905,0.48571428571428577,0.3333333333333333,0.16666666666666666,0.012987012987012991,0.0,0.15384615384615385,0.0
0.4375,0.33333333333333337,0.1875,0.39206349206349206,0.6285714285714286,0.6666666666666666,0.16666666666666666,0.1168831168831169,0.0,0.24175824175824173,0.0
0.1875,0.20512820512820515,0.22916666666666666,0.31904761904761897,0.7142857142857143,1.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0
0.0625,0.03418803418803419,0.041666666666666664,0.1825396825396825,0.8285714285714284,0.3333333333333333,0.5,0.0,0.0,0.021978021978021983,0.0
0.3125,0.2820512820512821,0.22916666666666666,0.5047619047619047,0.6714285714285714,0.6666666666666666,0.5,0.012987012987012991,0.0,0.17582417582417587,0.0
0.5625,0.45299145299145305,0.5833333333333333,0.28571428571428564,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.1038961038961039,0.0,0.3846153846153846,1.0
0.1875,0.12820512820512822,0.0625,0.5873015873015872,0.5714285714285714,0.3333333333333333,0.16666666666666666,0.0,0.0,0.06593406593406594,0.0
0.6875,0.5213675213675214,0.3958333333333333,0.3476190476190476,0.5571428571428572,0.0,0.3333333333333333,0.18181818181818185,0.008356545961002786,0.39560439560439564,2.0
0.0625,0.08547008547008547,0.041666666666666664,0.1968253968253968,0.8714285714285713,0.6666666666666666,0.16666666666666666,0.0,0.0,0.04395604395604395,0.0
0.5625,0.36752136752136755,0.25,0.365079365079365,0.5,0.6666666666666666,0.16666666666666666,0.0,0.0,0.20879120879120883,1.0
0.1875,0.1623931623931624,0.10416666666666666,0.29841269841269835,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.0,0.0,0.08791208791208789,0.0
0.8125,0.6324786324786326,0.6041666666666666,0.373015873015873,0.48571428571428577,0.0,0.5,0.23376623376623376,0.29526462395543174,0.5164835164835164,2.0
0.9375,0.5811965811965812,0.5,0.434920634920635,0.48571428571428577,1.0,0.16666666666666666,0.33766233766233766,0.2785515320334262,0.5274725274725275,2.0
0.875,0.5897435897435898,0.4583333333333333,0.4857142857142857,0.37142857142857133,0.0,0.8333333333333333,0.2597402597402597,0.34540389972144847,0.4835164835164836,2.0
0.4375,0.2820512820512821,0.125,0.4428571428571429,0.5857142857142856,1.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0
0.8125,0.6153846153846154,0.47916666666666663,0.3396825396825397,0.3999999999999999,0.0,0.16666666666666666,0.0,0.32033426183844016,0.3626373626373626,2.0
0.4375,0.4017094017094017,0.3333333333333333,0.06190476190476191,0.5285714285714286,0.0,0.6666666666666666,0.06493506493506493,0.0,0.27472527472527475,1.0
0.9375,0.6581196581196582,0.6041666666666666,0.2761904761904762,0.5,0.6666666666666666,0.5,0.09090909090909091,0.34818941504178275,0.46153846153846156,2.0
0.75,0.5641025641025642,0.3333333333333333,0.3888888888888889,0.3999999999999999,0.0,0.6666666666666666,0.37662337662337664,0.19220055710306408,0.4945054945054944,2.0
0.875,0.7350427350427351,0.5416666666666666,0.3952380952380953,0.4428571428571427,0.6666666666666666,0.5,0.48051948051948057,0.40668523676880225,0.6703296703296704,2.0
0.75,0.4957264957264958,0.5,0.4079365079365079,0.4285714285714285,0.0,0.6666666666666666,0.0,0.19498607242339835,0.31868131868131866,2.0
0.5,0.4102564102564103,0.5,0.25396825396825395,0.4571428571428572,0.6666666666666666,0.0,0.18181818181818185,0.0,0.3846153846153846,1.0
0.875,0.7094017094017094,0.5416666666666666,0.49206349206349204,0.5,0.0,0.6666666666666666,0.4415584415584416,0.3370473537604457,0.6373626373626374,2.0
0.75,0.5384615384615385,0.35416666666666663,0.534920634920635,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2967032967032967,1.0
0.0,0.05128205128205129,0.020833333333333332,0.2507936507936508,0.5714285714285714,0.0,0.0,0.0,0.0,0.021978021978021983,0.0
0.375,0.25641025641025644,0.25,0.39206349206349206,0.5428571428571428,0.0,0.5,0.0,0.0,0.16483516483516486,0.0
0.5,0.25641025641025644,0.22916666666666666,0.5428571428571427,0.29999999999999993,0.3333333333333333,1.0,0.18181818181818185,0.0,0.25274725274725274,0.0
0.0,0.025641025641025644,0.020833333333333332,0.22063492063492063,0.9999999999999999,0.3333333333333333,0.0,0.0,0.0,0.010989010989010978,0.0
0.6875,0.5555555555555556,0.41666666666666663,0.2698412698412699,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.0,0.3008356545961003,0.32967032967032966,2.0
0.4375,0.3931623931623932,0.2708333333333333,0.1952380952380952,0.5,0.0,0.3333333333333333,0.20779220779220783,0.0,0.32967032967032966,1.0
0.625,0.5641025641025642,0.5,0.5238095238095237,0.6428571428571428,0.3333333333333333,0.6666666666666666,0.14285714285714288,0.0,0.41758241758241765,1.0
1.0,0.8205128205128206,0.625,0.6222222222222222,0.657142857142857,0.0,1.0,0.33766233766233766,0.3342618384401114,0.6483516483516484,2.0
0.4375,0.45299145299145305,0.25,0.46349206349206346,0.5571428571428572,0.3333333333333333,0.5,0.0,0.0,0.24175824175824173,1.0
0.125,0.06837606837606838,0.08333333333333333,0.46507936507936504,0.757142857142857,0.0,0.0,0.0,0.0,0.04395604395604395,0.0
0.125,0.12820512820512822,0.0625,0.3031746031746032,0.5142857142857142,0.0,0.0,0.012987012987012991,0.0,0.07692307692307691,0.0
0.0,0.042735042735042736,0.0625,0.27301587301587305,0.7142857142857143,0.3333333333333333,0.5,0.0,0.0,0.03296703296703296,0.0
0.25,0.23076923076923078,0.20833333333333331,0.38571428571428573,0.6,0.0,0.5,0.0,0.0,0.14285714285714285,0.0
0.5625,0.38461538461538464,0.25,0.5396825396825395,0.757142857142857,0.0,0.5,0.46753246753246747,0.0,0.4505494505494506,0.0
0.375,0.27350427350427353,0.16666666666666666,0.5126984126984127,0.6285714285714286,0.6666666666666666,0.3333333333333333,0.0,0.0,0.15384615384615385,0.0
0.5,0.36752136752136755,0.1875,0.02857142857142858,0.6,0.3333333333333333,0.16666666666666666,0.5454545454545455,0.0,0.4725274725274726,0.0
0.375,0.27350427350427353,0.16666666666666666,0.265079365079365,0.6428571428571428,0.0,0.3333333333333333,0.0,0.0,0.15384615384615385,0.0
0.5,0.47008547008547014,0.3333333333333333,0.5222222222222221,0.6714285714285714,1.0,0.3333333333333333,0.48051948051948057,0.0,0.5164835164835164,1.0
0.4375,0.3247863247863248,0.29166666666666663,0.2904761904761905,0.48571428571428577,1.0,1.0,0.5194805194805195,0.0,0.46153846153846156,0.0
0.6875,0.5641025641025642,0.47916666666666663,0.6142857142857143,0.5857142857142856,0.6666666666666666,0.3333333333333333,0.0,0.05013927576601671,0.34065934065934067,2.0
0.0625,0.1452991452991453,0.14583333333333331,0.33809523809523806,0.5285714285714286,0.0,0.0,0.038961038961038974,0.0,0.1098901098901099,0.0
0.0,0.042735042735042736,0.10416666666666666,0.3126984126984127,0.6285714285714286,0.3333333333333333,0.16666666666666666,0.22077922077922082,0.0,0.15384615384615385,0.0
0.9375,0.5897435897435898,0.5416666666666666,0.4952380952380952,0.3285714285714285,0.0,0.3333333333333333,0.3116883116883117,0.45125348189415043,0.5274725274725275,2.0
0.25,0.2905982905982906,0.2708333333333333,0.18888888888888888,0.3142857142857143,1.0,0.3333333333333333,0.0,0.0,0.18681318681318682,0.0
0.125,0.1623931623931624,0.020833333333333332,0.45555555555555555,0.7714285714285715,0.3333333333333333,0.0,0.0,0.0,0.06593406593406594,0.0
0.6875,0.6153846153846154,0.5416666666666666,0.6825396825396826,0.4428571428571427,0.0,0.8333333333333333,0.14285714285714288,0.2367688022284123,0.4505494505494506,2.0
0.4375,0.23931623931623935,0.041666666666666664,0.5238095238095237,0.27142857142857135,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0989010989010989,0.0
0.125,0.11111111111111112,0.0625,0.2698412698412699,0.8714285714285713,0.0,0.6666666666666666,0.0,0.0,0.05494505494505496,0.0
0.0,0.017094017094017096,0.020833333333333332,0.20793650793650792,0.5428571428571428,0.0,0.8333333333333333,0.0,0.0,0.010989010989010978,0.0
0.125,0.10256410256410257,0.16666666666666666,0.2952380952380952,0.3857142857142857,0.3333333333333333,0.0,0.0,0.0,0.08791208791208789,0.0
0.25,0.1965811965811966,0.10416666666666666,0.45396825396825397,0.5857142857142856,0.6666666666666666,0.0,0.0,0.0,0.0989010989010989,0.0
0.875,0.6068376068376069,0.5416666666666666,0.4238095238095238,0.3142857142857143,0.3333333333333333,0.5,0.2987012987012987,0.4484679665738162,0.5274725274725275,2.0
0.8125,0.5641025641025642,0.5625,0.4777777777777777,0.48571428571428577,0.0,0.0,0.46753246753246747,0.23398328690807801,0.6043956043956044,2.0
0.125,0.11111111111111112,0.0625,0.08412698412698413,0.7285714285714285,0.6666666666666666,0.6666666666666666,0.0,0.0,0.05494505494505496,0.0
0.0,0.05128205128205129,0.0,0.2968253968253968,0.6714285714285714,0.6666666666666666,0.16666666666666666,0.025974025974025983,0.0,0.03296703296703296,0.0
0.25,0.23076923076923078,0.22916666666666666,0.3587301587301587,0.6714285714285714,0.6666666666666666,0.0,0.0,0.0,0.15384615384615385,0.0
0.8125,0.5128205128205129,0.5208333333333333,0.2634920634920635,0.7285714285714285,0.0,0.5,0.38961038961038963,0.0,0.5384615384615384,2.0
0.375,0.23931623931623935,0.16666666666666666,0.38730158730158726,0.6285714285714286,0.6666666666666666,0.16666666666666666,0.0,0.0,0.13186813186813184,0.0
0.5,0.36752136752136755,0.22916666666666666,0.36984126984126986,0.5857142857142856,0.6666666666666666,0.3333333333333333,0.20779220779220783,0.0,0.3076923076923077,1.0
0.875,0.5641025641025642,0.375,0.5476190476190477,0.2857142857142857,0.0,0.3333333333333333,0.09090909090909091,0.3760445682451254,0.3626373626373626,2.0
0.875,0.5982905982905984,0.375,0.22063492063492063,0.3999999999999999,0.6666666666666666,0.16666666666666666,0.37662337662337664,0.29526462395543174,0.5164835164835164,2.0
0.5625,0.4786324786324787,0.2708333333333333,0.39206349206349206,0.657142857142857,1.0,0.5,0.0,0.0,0.25274725274725274,1.0
0.75,0.5128205128205129,0.5208333333333333,0.6555555555555554,0.6,0.6666666666666666,0.0,0.12987012987012989,0.04178272980501393,0.4065934065934066,2.0
0.375,0.26495726495726496,0.1875,0.0,0.9142857142857143,0.3333333333333333,0.6666666666666666,0.0,0.0,0.15384615384615385,0.0
1.0,0.6837606837606838,0.5625,0.4396825396825396,0.3571428571428571,0.3333333333333333,0.6666666666666666,0.5844155844155845,0.5153203342618384,0.7032967032967032,2.0
0.1875,0.17948717948717952,0.08333333333333333,0.2222222222222222,0.5571428571428572,0.0,0.16666666666666666,0.3246753246753247,0.0,0.25274725274725274,0.0
0.25,0.18803418803418806,0.10416666666666666,0.3206349206349206,0.6428571428571428,0.3333333333333333,0.0,0.3116883116883117,0.0,0.25274725274725274,0.0
0.375,0.2820512820512821,0.20833333333333331,0.27301587301587305,0.6428571428571428,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16483516483516486,0.0
0.75,0.5555555555555556,0.3333333333333333,0.47301587301587295,0.6285714285714286,0.6666666666666666,0.8333333333333333,0.3246753246753247,0.0,0.46153846153846156,1.0
0.875,0.6068376068376069,0.5416666666666666,0.6206349206349207,0.657142857142857,0.3333333333333333,0.6666666666666666,0.20779220779220783,0.11699164345403901,0.4835164835164836,2.0
0.625,0.5042735042735044,0.5208333333333333,0.53015873015873,0.6285714285714286,0.6666666666666666,0.6666666666666666,0.18181818181818185,0.0,0.4285714285714286,1.0
0.1875,0.15384615384615385,0.14583333333333331,0.265079365079365,0.6714285714285714,0.0,0.3333333333333333,0.14285714285714288,0.0,0.17582417582417587,0.0
0.75,0.6495726495726496,0.5833333333333333,0.8301587301587301,0.5571428571428572,0.3333333333333333,0.3333333333333333,0.3116883116883117,0.19777158774373257,0.5604395604395604,2.0
0.375,0.3418803418803419,0.20833333333333331,0.5142857142857142,0.6142857142857142,0.6666666666666666,0.16666666666666666,0.4155844155844156,0.0,0.39560439560439564,0.0
0.0625,0.07692307692307693,0.020833333333333332,0.11587301587301585,0.5714285714285714,0.3333333333333333,0.16666666666666666,0.0,0.0,0.03296703296703296,0.0
0.5625,0.41880341880341887,0.25,0.35396825396825393,0.5285714285714286,0.3333333333333333,0.0,0.4415584415584416,0.0,0.4505494505494506,1.0
0.75,0.5128205128205129,0.3333333333333333,0.6142857142857143,0.4428571428571427,0.0,0.3333333333333333,0.33766233766233766,0.11699164345403901,0.46153846153846156,2.0
0.3125,0.23076923076923078,0.1875,0.3079365079365079,0.4428571428571427,0.3333333333333333,0.6666666666666666,0.18181818181818185,0.0,0.23076923076923078,0.0
0.6875,0.5811965811965812,0.375,0.43650793650793646,0.4428571428571427,0.6666666666666666,0.3333333333333333,0.12987012987012989,0.15877437325905294,0.3846153846153846,2.0
0.6875,0.6153846153846154,0.6666666666666666,0.3412698412698412,0.6428571428571428,0.3333333333333333,0.5,0.2987012987012987,0.09192200557103065,0.5604395604395604,2.0
0.625,0.5384615384615385,0.41666666666666663,0.5936507936507938,0.5285714285714286,0.0,0.16666666666666666,0.7532467532467533,0.025069637883008356,0.7032967032967032,2.0
0.375,0.27350427350427353,0.16666666666666666,0.30634920634920637,0.7000000000000001,0.6666666666666666,0.6666666666666666,0.0,0.0,0.15384615384615385,0.0
0.0,0.042735042735042736,0.020833333333333332,0.0873015873015873,0.6,0.6666666666666666,0.16666666666666666,0.0,0.0,0.021978021978021983,0.0
0.0,0.05982905982905984,0.041666666666666664,0.11587301587301585,0.7285714285714285,0.0,0.16666666666666666,0.3246753246753247,0.0,0.19780219780219782,0.0
0.75,0.5811965811965812,0.4375,0.29841269841269835,0.757142857142857,0.0,0.6666666666666666,0.4025974025974026,0.0,0.5384615384615384,1.0
0.5,0.43589743589743596,0.3333333333333333,0.3841269841269841,0.6142857142857142,0.0,0.5,0.09090909090909091,0.0,0.3076923076923077,1.0
0.125,0.08547008547008547,0.08333333333333333,0.24761904761904763,0.8571428571428571,0.6666666666666666,0.0,0.06493506493506493,0.0,0.08791208791208789,0.0
0.375,0.2136752136752137,0.14583333333333331,0.22539682539682537,0.7857142857142857,0.6666666666666666,0.16666666666666666,0.2597402597402597,0.0,0.25274725274725274,0.0
0.3125,0.23931623931623935,0.2708333333333333,0.20476190476190476,0.5857142857142856,0.0,0.3333333333333333,0.2727272727272728,0.0,0.2967032967032967,0.0
0.4375,0.3931623931623932,0.125,0.6698412698412697,0.24285714285714288,0.0,0.3333333333333333,0.37662337662337664,0.016713091922005572,0.37362637362637363,1.0
0.5,0.4273504273504274,0.3333333333333333,0.19841269841269843,0.34285714285714286,0.3333333333333333,0.5,0.0,0.04456824512534819,0.25274725274725274,1.0
0.25,0.1965811965811966,0.041666666666666664,0.2873015873015873,0.6,0.0,0.0,0.12987012987012989,0.0,0.15384615384615385,0.0
0.0,0.06837606837606838,0.10416666666666666,0.3634920634920635,0.7857142857142857,0.0,0.3333333333333333,0.0,0.0,0.05494505494505496,0.0
0.5625,0.3418803418803419,0.3958333333333333,0.41111111111111104,0.24285714285714288,0.6666666666666666,0.6666666666666666,0.0,0.14484679665738162,0.24175824175824173,1.0
0.6875,0.4871794871794872,0.2708333333333333,0.5714285714285714,0.3571428571428571,0.3333333333333333,0.0,0.35064935064935077,0.1392757660167131,0.43956043956043955,2.0
0.875,0.623931623931624,0.35416666666666663,0.5444444444444445,0.7000000000000001,0.0,0.5,0.24675324675324675,0.011142061281337047,0.46153846153846156,2.0
0.5,0.35042735042735046,0.25,0.5825396825396825,0.8142857142857142,0.0,0.8333333333333333,0.05194805194805194,0.0,0.23076923076923078,0.0
1.0,0.7008547008547009,0.47916666666666663,0.36666666666666664,0.17142857142857143,0.3333333333333333,0.5,0.18181818181818185,0.6740947075208914,0.4835164835164836,2.0
1.0,0.7606837606837608,0.7083333333333333,0.6507936507936507,0.48571428571428577,0.6666666666666666,0.16666666666666666,0.07792207792207795,0.5013927576601671,0.5164835164835164,2.0
0.6875,0.6324786324786326,0.5833333333333333,0.6936507936507936,0.6285714285714286,0.0,0.3333333333333333,0.14285714285714288,0.09192200557103065,0.4725274725274726,2.0
0.375,0.1965811965811966,0.16666666666666666,0.1095238095238095,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.0,0.0,0.12087912087912088,0.0
0.0625,0.05128205128205129,0.0625,0.4428571428571429,0.5714285714285714,0.0,0.3333333333333333,0.0,0.0,0.03296703296703296,0.0
0.125,0.12820512820512822,0.041666666666666664,0.3841269841269841,0.7714285714285715,0.6666666666666666,0.16666666666666666,0.0,0.0,0.06593406593406594,0.0
1.0,0.8290598290598291,0.6041666666666666,0.5587301587301585,0.22857142857142854,1.0,0.6666666666666666,0.2727272727272728,0.754874651810585,0.6153846153846154,2.0
0.25,0.18803418803418806,0.08333333333333333,0.1952380952380952,0.7428571428571428,1.0,0.3333333333333333,0.18181818181818185,0.0,0.18681318681318682,0.0
1.0,0.6410256410256411,0.41666666666666663,0.44444444444444436,0.5285714285714286,0.0,0.5,0.2597402597402597,0.2590529247910864,0.4945054945054944,2.0
1.0,0.7350427350427351,0.5833333333333333,0.2952380952380952,0.6,1.0,0.5,0.33766233766233766,0.3231197771587744,0.6043956043956044,2.0
1.0,0.7777777777777779,0.6041666666666666,0.4888888888888889,0.4571428571428572,0.0,0.16666666666666666,0.24675324675324675,0.4958217270194986,0.5824175824175825,2.0
0.0625,0.12820512820512822,0.041666666666666664,0.29365079365079366,0.4571428571428572,0.0,0.0,0.0,0.0,0.06593406593406594,0.0
0.0625,0.06837606837606838,0.0625,0.2904761904761905,0.6714285714285714,1.0,0.0,0.09090909090909091,0.0,0.08791208791208789,0.0
0.25,0.17948717948717952,0.125,0.219047619047619,0.5,0.6666666666666666,0.5,0.0,0.0,0.0989010989010989,0.0
0.0,0.025641025641025644,0.020833333333333332,0.25555555555555554,0.6142857142857142,0.0,0.5,0.0,0.0,0.010989010989010978,0.0
0.0,0.025641025641025644,0.020833333333333332,0.26666666666666666,0.7285714285714285,1.0,0.16666666666666666,0.0,0.0,0.010989010989010978,0.0
0.0625,0.07692307692307693,0.08333333333333333,0.5507936507936508,0.7857142857142857,0.6666666666666666,0.3333333333333333,0.025974025974025983,0.0,0.06593406593406594,0.0
0.6875,0.47008547008547014,0.3333333333333333,0.36190476190476184,0.3571428571428571,0.3333333333333333,0.5,0.0,0.14763231197771587,0.27472527472527475,2.0
0.3125,0.13675213675213677,0.020833333333333332,0.4079365079365079,0.5285714285714286,0.6666666666666666,0.16666666666666666,0.12987012987012989,0.0,0.12087912087912088,0.0
0.1875,0.20512820512820515,0.14583333333333331,0.09047619047619049,0.657142857142857,1.0,0.16666666666666666,0.025974025974025983,0.0,0.13186813186813184,0.0
0.625,0.5299145299145299,0.16666666666666666,0.5174603174603174,0.4571428571428572,0.3333333333333333,0.3333333333333333,0.15584415584415587,0.0,0.32967032967032966,1.0
1.0,0.7948717948717949,0.5,0.5253968253968253,0.34285714285714286,0.3333333333333333,0.6666666666666666,0.6233766233766234,0.584958217270195,0.7582417582417582,2.0
0.3125,0.23076923076923078,0.1875,0.292063492063492,0.5,0.0,0.3333333333333333,0.2727272727272728,0.0,0.27472527472527475,0.0
0.25,0.2136752136752137,0.14583333333333331,0.4206349206349206,0.3999999999999999,0.6666666666666666,0.3333333333333333,0.09090909090909091,0.0,0.16483516483516486,0.0
0.0625,0.05982905982905984,0.0,0.20634920634920634,0.8571428571428571,1.0,0.16666666666666666,0.0,0.0,0.021978021978021983,0.0
0.3125,0.2478632478632479,0.14583333333333331,0.4952380952380952,0.5714285714285714,0.0,0.3333333333333333,0.09090909090909091,0.0,0.17582417582417587,0.0
0.625,0.41880341880341887,0.41666666666666663,0.5904761904761904,0.5714285714285714,0.0,0.3333333333333333,0.07792207792207795,0.0,0.3076923076923077,1.0
0.9375,0.6153846153846154,0.4375,0.4492063492063492,0.5,1.0,0.6666666666666666,0.33766233766233766,0.25348189415041783,0.5274725274725275,2.0
0.9375,0.6837606837606838,0.5416666666666666,0.7063492063492063,0.6142857142857142,1.0,0.3333333333333333,0.23376623376623376,0.2284122562674095,0.5274725274725275,2.0
0.0,0.017094017094017096,0.0,0.1380952380952381,0.6714285714285714,0.0,0.16666666666666666,0.0,0.0,0.010989010989010978,0.0
0.5,0.35042735042735046,0.1875,0.24285714285714283,0.7142857142857143,0.0,0.16666666666666666,0.0,0.0,0.18681318681318682,0.0
0.3125,0.22222222222222224,0.14583333333333331,0.33809523809523806,0.5857142857142856,0.0,0.16666666666666666,0.0,0.0,0.12087912087912088,0.0
0.9375,0.7094017094017094,0.41666666666666663,0.292063492063492,0.4285714285714285,0.3333333333333333,0.6666666666666666,0.1168831168831169,0.37883008356545966,0.43956043956043955,2.0
0.125,0.06837606837606838,0.0,0.18412698412698408,0.5714285714285714,0.6666666666666666,0.16666666666666666,0.35064935064935077,0.0,0.20879120879120883,0.0
0.1875,0.1965811965811966,0.20833333333333331,0.4317460317460317,0.48571428571428577,0.0,0.3333333333333333,0.0,0.0,0.13186813186813184,0.0
